label,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y
fist,0.0,0.0,0.0551183819770813,-0.04186338186264038,0.06407630443572998,-0.09690609574317932,0.04551130533218384,-0.13352859020233154,0.018063724040985107,-0.1457597315311432,0.06919938325881958,-0.1537909209728241,0.04237961769104004,-0.15504029393196106,0.03339904546737671,-0.12675952911376953,0.0341988205909729,-0.10096654295921326,0.03440457582473755,-0.17538002133369446,0.013837993144989014,-0.16305050253868103,0.00674891471862793,-0.13485780358314514,0.009476959705352783,-0.1130504310131073,-0.005065321922302246,-0.17463570833206177,-0.021014511585235596,-0.15908870100975037,-0.024138808250427246,-0.1286279261112213,-0.018566250801086426,-0.10830420255661011,-0.044495999813079834,-0.1625581979751587,-0.056550562381744385,-0.14385488629341125,-0.05643808841705322,-0.11473605036735535,-0.05192852020263672,-0.09813663363456726
fist,0.0,0.0,0.05346560478210449,-0.033894360065460205,0.06859952211380005,-0.08337092399597168,0.05060857534408569,-0.12291714549064636,0.02254021167755127,-0.13754862546920776,0.06867098808288574,-0.15723055601119995,0.0448797345161438,-0.1531858742237091,0.03688955307006836,-0.12498193979263306,0.037810564041137695,-0.10196828842163086,0.031780779361724854,-0.17740729451179504,0.014377772808074951,-0.16268327832221985,0.00831305980682373,-0.13367414474487305,0.010409116744995117,-0.11218255758285522,-0.007923483848571777,-0.17488378286361694,-0.019862890243530273,-0.15777742862701416,-0.02171957492828369,-0.12810134887695312,-0.016840577125549316,-0.10737961530685425,-0.04581683874130249,-0.16117316484451294,-0.05418485403060913,-0.14357727766036987,-0.053554534912109375,-0.11520916223526001,-0.05012249946594238,-0.09833535552024841
fist,0.0,0.0,0.05581200122833252,-0.03226792812347412,0.07194387912750244,-0.084586501121521,0.05442154407501221,-0.12630438804626465,0.027142047882080078,-0.14146694540977478,0.07151299715042114,-0.15862706303596497,0.04960685968399048,-0.15469783544540405,0.041735947132110596,-0.12781822681427002,0.04169052839279175,-0.10522967576980591,0.03478175401687622,-0.1796858310699463,0.016456186771392822,-0.1629236936569214,0.010945439338684082,-0.13449770212173462,0.013203263282775879,-0.11318638920783997,-0.0046280622482299805,-0.1772838532924652,-0.018685877323150635,-0.15917417407035828,-0.019549250602722168,-0.1300850212574005,-0.014151811599731445,-0.10969394445419312,-0.04248309135437012,-0.16314437985420227,-0.05332350730895996,-0.14510002732276917,-0.051944196224212646,-0.11702078580856323,-0.04806864261627197,-0.09955400228500366
fist,0.0,0.0,0.05541276931762695,-0.03860950469970703,0.07080352306365967,-0.09202635288238525,0.05127549171447754,-0.13172772526741028,0.02306264638900757,-0.1451072096824646,0.06896406412124634,-0.1620599329471588,0.04672670364379883,-0.16330841183662415,0.03858935832977295,-0.13458439707756042,0.03966212272644043,-0.11046421527862549,0.031226634979248047,-0.18202513456344604,0.015124738216400146,-0.17026150226593018,0.00902026891708374,-0.14006167650222778,0.011522769927978516,-0.11727765202522278,-0.00884169340133667,-0.17890042066574097,-0.020075738430023193,-0.16334891319274902,-0.021218299865722656,-0.13332033157348633,-0.015567183494567871,-0.11203822493553162,-0.046914637088775635,-0.16441872715950012,-0.05432075262069702,-0.14708825945854187,-0.05287659168243408,-0.11838090419769287,-0.04875969886779785,-0.1010202169418335
fist,0.0,0.0,0.05580514669418335,-0.03320327401161194,0.07276338338851929,-0.08599957823753357,0.05484825372695923,-0.12894612550735474,0.02689838409423828,-0.1444750428199768,0.07013839483261108,-0.1592317521572113,0.049658358097076416,-0.1580560803413391,0.04213434457778931,-0.1308404505252838,0.042399823665618896,-0.10739374160766602,0.031993091106414795,-0.1792493760585785,0.016401588916778564,-0.16480037569999695,0.010865509510040283,-0.13583874702453613,0.013013184070587158,-0.11404699087142944,-0.008145928382873535,-0.17611241340637207,-0.01900726556777954,-0.15995842218399048,-0.0197945237159729,-0.1307516098022461,-0.01480412483215332,-0.10983431339263916,-0.045832812786102295,-0.16184484958648682,-0.05290806293487549,-0.145402193069458,-0.05136209726333618,-0.11742204427719116,-0.04797708988189697,-0.09961846470832825
fist,0.0,0.0,0.05607491731643677,-0.03502896428108215,0.07102763652801514,-0.08983132243156433,0.05048495531082153,-0.13157960772514343,0.02160179615020752,-0.1442965865135193,0.06912773847579956,-0.1593402922153473,0.0460282564163208,-0.16025584936141968,0.038990020751953125,-0.13137996196746826,0.04029536247253418,-0.10757431387901306,0.03122401237487793,-0.17878678441047668,0.014649808406829834,-0.16602447628974915,0.009433627128601074,-0.13629275560379028,0.011933505535125732,-0.11456161737442017,-0.008768022060394287,-0.1755259931087494,-0.020959436893463135,-0.1600336730480194,-0.021397173404693604,-0.1299521028995514,-0.016062915325164795,-0.1094343364238739,-0.04691183567047119,-0.1613573133945465,-0.054673731327056885,-0.14431673288345337,-0.05268460512161255,-0.11577439308166504,-0.04888516664505005,-0.09869822859764099
fist,0.0,0.0,0.056806862354278564,-0.03592154383659363,0.07242906093597412,-0.0911824107170105,0.05263036489486694,-0.13260379433631897,0.023517847061157227,-0.1444566249847412,0.06777054071426392,-0.16020864248275757,0.04454416036605835,-0.16004127264022827,0.03800767660140991,-0.13083496689796448,0.0395166277885437,-0.1061394214630127,0.02965933084487915,-0.1787835955619812,0.013092458248138428,-0.16607943177223206,0.00818490982055664,-0.13594436645507812,0.010750889778137207,-0.1125650703907013,-0.010657310485839844,-0.17513000965118408,-0.021821320056915283,-0.16017869114875793,-0.021911978721618652,-0.12993544340133667,-0.01640266180038452,-0.10798761248588562,-0.04899078607559204,-0.16066685318946838,-0.05561703443527222,-0.14387363195419312,-0.052864789962768555,-0.1153634786605835,-0.04828447103500366,-0.09796243906021118
fist,0.0,0.0,0.056605756282806396,-0.03819677233695984,0.0694204568862915,-0.09800311923027039,0.04692196846008301,-0.1414320468902588,0.015579044818878174,-0.15227091312408447,0.06591910123825073,-0.16327962279319763,0.04084807634353638,-0.16181501746177673,0.03535741567611694,-0.13221728801727295,0.03750300407409668,-0.10824143886566162,0.02797222137451172,-0.181124746799469,0.01025247573852539,-0.16678297519683838,0.006746768951416016,-0.13667428493499756,0.009732425212860107,-0.11460024118423462,-0.012345612049102783,-0.17678266763687134,-0.024937033653259277,-0.16043105721473694,-0.023379266262054443,-0.13101214170455933,-0.017116010189056396,-0.11047619581222534,-0.050857365131378174,-0.16211777925491333,-0.05790930986404419,-0.14442506432533264,-0.05439794063568115,-0.11694353818893433,-0.04985189437866211,-0.10090988874435425
fist,0.0,0.0,0.055663466453552246,-0.040105074644088745,0.06924682855606079,-0.09532910585403442,0.04861116409301758,-0.13682249188423157,0.018899977207183838,-0.14940443634986877,0.06725680828094482,-0.16318944096565247,0.04279196262359619,-0.16230008006095886,0.036708176136016846,-0.13282588124275208,0.038155198097229004,-0.10854512453079224,0.02872169017791748,-0.18190357089042664,0.0110701322555542,-0.16737592220306396,0.006600320339202881,-0.137620210647583,0.009106636047363281,-0.11511904001235962,-0.012326657772064209,-0.17831146717071533,-0.024720728397369385,-0.16122764348983765,-0.024460017681121826,-0.13116580247879028,-0.018671095371246338,-0.10971865057945251,-0.051636695861816406,-0.16385674476623535,-0.058286964893341064,-0.14436125755310059,-0.055069029331207275,-0.11579445004463196,-0.050357282161712646,-0.09877517819404602
fist,0.0,0.0,0.05486500263214111,-0.040853530168533325,0.0688747763633728,-0.0952470600605011,0.04891979694366455,-0.1363276243209839,0.019755065441131592,-0.14954915642738342,0.06693124771118164,-0.16496843099594116,0.04204261302947998,-0.16377803683280945,0.03611797094345093,-0.133919358253479,0.03773760795593262,-0.10948386788368225,0.02839440107345581,-0.18318557739257812,0.010677456855773926,-0.16878372430801392,0.006052374839782715,-0.13878366351127625,0.008549213409423828,-0.11601385474205017,-0.012651145458221436,-0.17935603857040405,-0.024968504905700684,-0.16226813197135925,-0.025091707706451416,-0.13176804780960083,-0.01941382884979248,-0.10979405045509338,-0.05189472436904907,-0.16468888521194458,-0.05871325731277466,-0.14519178867340088,-0.055934369564056396,-0.11615628004074097,-0.051391005516052246,-0.09872591495513916
fist,0.0,0.0,0.055683910846710205,-0.04086294770240784,0.06935173273086548,-0.09544560313224792,0.04984474182128906,-0.1353088915348053,0.02000349760055542,-0.1479758322238922,0.06834489107131958,-0.16552218794822693,0.04647308588027954,-0.16427722573280334,0.03925138711929321,-0.135223388671875,0.039534687995910645,-0.11021512746810913,0.0299033522605896,-0.18506258726119995,0.013202130794525146,-0.17069634795188904,0.008041620254516602,-0.14143669605255127,0.010260403156280518,-0.11759421229362488,-0.011189877986907959,-0.18128278851509094,-0.023053348064422607,-0.1648504137992859,-0.02359902858734131,-0.13421806693077087,-0.018559515476226807,-0.11095738410949707,-0.05060857534408569,-0.1657552421092987,-0.05850940942764282,-0.14668413996696472,-0.05592644214630127,-0.11781781911849976,-0.051488399505615234,-0.09929472208023071
fist,0.0,0.0,0.05288124084472656,-0.04714095592498779,0.062288105487823486,-0.10426968336105347,0.040161192417144775,-0.14180845022201538,0.011043667793273926,-0.15411782264709473,0.06764072179794312,-0.16826382279396057,0.04229027032852173,-0.168067067861557,0.03462260961532593,-0.13765418529510498,0.03621774911880493,-0.11240503191947937,0.029863595962524414,-0.1890178620815277,0.010911166667938232,-0.173639178276062,0.0049738287925720215,-0.14385783672332764,0.00839465856552124,-0.12158969044685364,-0.011631429195404053,-0.18607097864151,-0.02582317590713501,-0.16880130767822266,-0.027552366256713867,-0.13740065693855286,-0.02099984884262085,-0.11613225936889648,-0.05150479078292847,-0.17211320996284485,-0.06228625774383545,-0.1511046290397644,-0.061073243618011475,-0.12083896994590759,-0.05607473850250244,-0.10400104522705078
fist,0.0,0.0,0.05279296636581421,-0.05517703294754028,0.05951505899429321,-0.11599761247634888,0.037519633769989014,-0.1524190604686737,0.007100462913513184,-0.16233351826667786,0.06807875633239746,-0.17288562655448914,0.04139900207519531,-0.1728510558605194,0.03370136022567749,-0.1426553726196289,0.03549647331237793,-0.11651667952537537,0.03033435344696045,-0.19279921054840088,0.008626401424407959,-0.17763561010360718,0.00261688232421875,-0.14915093779563904,0.006436347961425781,-0.1264442503452301,-0.011990368366241455,-0.18927645683288574,-0.02865612506866455,-0.17066234350204468,-0.030263960361480713,-0.14015313982963562,-0.023346245288848877,-0.11865946650505066,-0.05288046598434448,-0.17442134022712708,-0.06541222333908081,-0.15165898203849792,-0.06402862071990967,-0.12134063243865967,-0.058576226234436035,-0.1037013828754425
fist,0.0,0.0,0.05218881368637085,-0.06025594472885132,0.05771768093109131,-0.125144362449646,0.0344465970993042,-0.16169172525405884,0.002315819263458252,-0.16956767439842224,0.06683379411697388,-0.1784631907939911,0.03510099649429321,-0.18597915768623352,0.027161002159118652,-0.1558789610862732,0.030809104442596436,-0.13034740090370178,0.028669893741607666,-0.19605064392089844,0.0032375454902648926,-0.18745025992393494,-0.003302633762359619,-0.15931057929992676,0.0018156170845031738,-0.13740557432174683,-0.014126002788543701,-0.19164779782295227,-0.03338998556137085,-0.17687612771987915,-0.035250842571258545,-0.14724361896514893,-0.02729475498199463,-0.127883642911911,-0.05520331859588623,-0.17653122544288635,-0.06818246841430664,-0.15775355696678162,-0.06738394498825073,-0.1276712417602539,-0.06185781955718994,-0.11141645908355713
fist,0.0,0.0,0.053797364234924316,-0.06213274598121643,0.06226670742034912,-0.1279985010623932,0.042587339878082275,-0.17032122611999512,0.010832548141479492,-0.1801629662513733,0.0696612000465393,-0.17409348487854004,0.0396084189414978,-0.2019405961036682,0.029989242553710938,-0.17411112785339355,0.032749950885772705,-0.1480480134487152,0.030086278915405273,-0.19092026352882385,0.00885319709777832,-0.20102375745773315,0.0014592409133911133,-0.17665058374404907,0.004270792007446289,-0.15432393550872803,-0.012605547904968262,-0.18831828236579895,-0.026231884956359863,-0.18786486983299255,-0.029396414756774902,-0.16171258687973022,-0.025210559368133545,-0.141826331615448,-0.05284750461578369,-0.17493891716003418,-0.05910921096801758,-0.16827306151390076,-0.06003689765930176,-0.14170041680335999,-0.05821430683135986,-0.12556931376457214
fist,0.0,0.0,0.052168965339660645,-0.061108171939849854,0.06331634521484375,-0.13041558861732483,0.04505741596221924,-0.18398261070251465,0.018883347511291504,-0.20416656136512756,0.0757073163986206,-0.17384856939315796,0.035765230655670166,-0.22066491842269897,0.026539981365203857,-0.192617267370224,0.032615602016448975,-0.16778412461280823,0.0356217622756958,-0.18402862548828125,0.002927064895629883,-0.21539410948753357,-0.005117833614349365,-0.18960833549499512,0.0014268755912780762,-0.1679244339466095,-0.007136881351470947,-0.18138790130615234,-0.030720293521881104,-0.20185303688049316,-0.03563392162322998,-0.1752602458000183,-0.028486907482147217,-0.1573103666305542,-0.04841059446334839,-0.1687304973602295,-0.06283104419708252,-0.18259108066558838,-0.06516486406326294,-0.15487894415855408,-0.06095057725906372,-0.13833308219909668
fist,0.0,0.0,0.048844754695892334,-0.06458419561386108,0.05920827388763428,-0.1381966471672058,0.03744041919708252,-0.18862059712409973,0.008382797241210938,-0.20531722903251648,0.07994532585144043,-0.1750754415988922,0.03905540704727173,-0.23535972833633423,0.025888681411743164,-0.2078200876712799,0.03176075220108032,-0.182187020778656,0.03974705934524536,-0.18218326568603516,0.002339005470275879,-0.2283436357975006,-0.008586406707763672,-0.20101648569107056,-0.0003243088722229004,-0.17798057198524475,-0.002965688705444336,-0.17930817604064941,-0.03409898281097412,-0.21387749910354614,-0.040756046772003174,-0.18479454517364502,-0.030871927738189697,-0.16546091437339783,-0.04468876123428345,-0.16743811964988708,-0.0652322769165039,-0.19220823049545288,-0.0674545168876648,-0.1631951928138733,-0.059172868728637695,-0.14433977007865906
fist,0.0,0.0,0.050090134143829346,-0.06321454048156738,0.06154996156692505,-0.14035022258758545,0.038598477840423584,-0.19148513674736023,0.0076102614402771,-0.20639106631278992,0.08530932664871216,-0.17871013283729553,0.0494997501373291,-0.2486414909362793,0.034758806228637695,-0.22270610928535461,0.038432776927948,-0.19628584384918213,0.04542809724807739,-0.18395116925239563,0.01173776388168335,-0.24243700504302979,0.00021964311599731445,-0.21686583757400513,0.006716012954711914,-0.19233611226081848,0.0023670196533203125,-0.18122822046279907,-0.0266534686088562,-0.2280375361442566,-0.032867431640625,-0.19961625337600708,-0.024682044982910156,-0.17668724060058594,-0.040194690227508545,-0.16987550258636475,-0.06007373332977295,-0.2030501365661621,-0.061128079891204834,-0.17588594555854797,-0.05257105827331543,-0.1543271243572235
fist,0.0,0.0,0.05172687768936157,-0.061004042625427246,0.0707864761352539,-0.14138787984848022,0.05123412609100342,-0.20892655849456787,0.02649599313735962,-0.23829421401023865,0.0981176495552063,-0.17441439628601074,0.0610884428024292,-0.25653305649757385,0.04060906171798706,-0.23403888940811157,0.040432751178741455,-0.20831167697906494,0.05925482511520386,-0.17818176746368408,0.018954694271087646,-0.249826580286026,0.005001366138458252,-0.22330325841903687,0.012047648429870605,-0.1975889801979065,0.016408145427703857,-0.17718130350112915,-0.01963871717453003,-0.23532909154891968,-0.028217017650604248,-0.20594796538352966,-0.018966257572174072,-0.1821173131465912,-0.027321696281433105,-0.1694866418838501,-0.052133142948150635,-0.2124113142490387,-0.05564993619918823,-0.18333080410957336,-0.046958744525909424,-0.16037550568580627
fist,0.0,0.0,0.051567137241363525,-0.05703181028366089,0.07432794570922852,-0.14594224095344543,0.06042015552520752,-0.23057633638381958,0.038600027561187744,-0.2759004235267639,0.10695379972457886,-0.1634105145931244,0.07111513614654541,-0.2590707242488861,0.04875856637954712,-0.23805230855941772,0.047926366329193115,-0.21356907486915588,0.06712782382965088,-0.16673031449317932,0.026636719703674316,-0.2556858956813812,0.012473106384277344,-0.2262786626815796,0.018795311450958252,-0.1991613507270813,0.024508297443389893,-0.1675788164138794,-0.012849569320678711,-0.24114209413528442,-0.021517157554626465,-0.20956775546073914,-0.013333380222320557,-0.18459492921829224,-0.018774032592773438,-0.16427680850028992,-0.04576987028121948,-0.21665292978286743,-0.050502777099609375,-0.18679511547088623,-0.042621612548828125,-0.165138840675354
fist,0.0,0.0,0.05194443464279175,-0.06339877843856812,0.07648360729217529,-0.1531168818473816,0.0604742169380188,-0.23498940467834473,0.035318076610565186,-0.27705103158950806,0.1101827621459961,-0.1683346927165985,0.07347780466079712,-0.2655187249183655,0.048464059829711914,-0.24732434749603271,0.04741472005844116,-0.2261207401752472,0.07105123996734619,-0.17051157355308533,0.028378546237945557,-0.26062554121017456,0.011164247989654541,-0.23340734839439392,0.017681002616882324,-0.20656490325927734,0.027958214282989502,-0.17148813605308533,-0.01034766435623169,-0.24760901927947998,-0.021868228912353516,-0.21761968731880188,-0.013837933540344238,-0.19179469347000122,-0.017487704753875732,-0.16897499561309814,-0.04410606622695923,-0.2237805426120758,-0.050501883029937744,-0.1952638328075409,-0.04306429624557495,-0.17244809865951538
fist,0.0,0.0,0.0724899172782898,-0.05432981252670288,0.1330997347831726,-0.11505794525146484,0.15417158603668213,-0.1889612078666687,0.13352620601654053,-0.2086622714996338,0.1884586215019226,0.0017691850662231445,0.17463737726211548,-0.1450028419494629,0.13162147998809814,-0.1613677740097046,0.11783111095428467,-0.12934303283691406,0.14192360639572144,0.0247495174407959,0.11276990175247192,-0.14996063709259033,0.07749581336975098,-0.1440502405166626,0.07777303457260132,-0.10298168659210205,0.08529937267303467,0.02684628963470459,0.05345940589904785,-0.13807016611099243,0.03285622596740723,-0.1258002519607544,0.039164721965789795,-0.08618468046188354,0.028251171112060547,0.014638960361480713,0.003338158130645752,-0.11360955238342285,-0.004364013671875,-0.10146105289459229,0.0035768747329711914,-0.06260579824447632
fist,0.0,0.0,0.06964105367660522,-0.056221604347229004,0.1262826919555664,-0.11706703901290894,0.14983540773391724,-0.18903905153274536,0.13398724794387817,-0.20236164331436157,0.1852155327796936,0.0013486146926879883,0.17258471250534058,-0.14026999473571777,0.12988907098770142,-0.16025716066360474,0.1139189600944519,-0.13092803955078125,0.139457106590271,0.02362734079360962,0.11194437742233276,-0.14651966094970703,0.0748739242553711,-0.14501315355300903,0.07339698076248169,-0.10586392879486084,0.0841934084892273,0.026004135608673096,0.05404484272003174,-0.13479381799697876,0.03220325708389282,-0.12647420167922974,0.03687918186187744,-0.08848875761032104,0.027851998805999756,0.014344453811645508,0.004193544387817383,-0.11076498031616211,-0.004358768463134766,-0.1028519868850708,0.0016367435455322266,-0.0669243335723877
fist,0.0,0.0,0.06813281774520874,-0.05450081825256348,0.1242559552192688,-0.11471420526504517,0.14794033765792847,-0.1892153024673462,0.13250470161437988,-0.2063179612159729,0.18699193000793457,-0.0009937286376953125,0.17352312803268433,-0.14377957582473755,0.1288791298866272,-0.15997028350830078,0.11480891704559326,-0.12780356407165527,0.14216011762619019,0.02193981409072876,0.11590534448623657,-0.14881742000579834,0.07674503326416016,-0.15003085136413574,0.07343679666519165,-0.112118661403656,0.08681321144104004,0.023233890533447266,0.05833113193511963,-0.13873547315597534,0.03284454345703125,-0.13475704193115234,0.035473644733428955,-0.09724289178848267,0.030285358428955078,0.010969102382659912,0.00527191162109375,-0.1181822419166565,-0.006335079669952393,-0.11411935091018677,-0.0020110011100769043,-0.07932811975479126
fist,0.0,0.0,0.06874680519104004,-0.055821776390075684,0.12538176774978638,-0.11932229995727539,0.14772510528564453,-0.19596433639526367,0.13027328252792358,-0.21402496099472046,0.18658405542373657,-0.011087000370025635,0.1731289029121399,-0.153586745262146,0.12804889678955078,-0.1698104739189148,0.11390697956085205,-0.13754093647003174,0.14194518327713013,0.012126028537750244,0.11491918563842773,-0.15889334678649902,0.07614445686340332,-0.15798026323318481,0.07390326261520386,-0.11955791711807251,0.08631932735443115,0.014897644519805908,0.055646419525146484,-0.1477251648902893,0.03090500831604004,-0.14073020219802856,0.03486710786819458,-0.10264348983764648,0.029399991035461426,0.0043831467628479,0.003663301467895508,-0.12519627809524536,-0.007447183132171631,-0.1172296404838562,-0.0023883581161499023,-0.08037501573562622
fist,0.0,0.0,0.06753355264663696,-0.054112255573272705,0.12433922290802002,-0.11630254983901978,0.14654386043548584,-0.19205152988433838,0.13067108392715454,-0.2082301378250122,0.18570303916931152,-0.004645228385925293,0.16773664951324463,-0.1456756591796875,0.12302380800247192,-0.16232848167419434,0.11071699857711792,-0.1293240189552307,0.14044427871704102,0.019031405448913574,0.1100771427154541,-0.15055948495864868,0.07218199968338013,-0.14936470985412598,0.07155168056488037,-0.1103585958480835,0.0842943787574768,0.02131664752960205,0.05111277103424072,-0.1403154730796814,0.02704322338104248,-0.1336362361907959,0.03125840425491333,-0.09507691860198975,0.026535749435424805,0.010411441326141357,-0.0009558200836181641,-0.11812156438827515,-0.011191606521606445,-0.11112785339355469,-0.0055484771728515625,-0.07471704483032227
fist,0.0,0.0,0.0694008469581604,-0.05851614475250244,0.12742888927459717,-0.12235796451568604,0.15034383535385132,-0.19629883766174316,0.13125908374786377,-0.21031230688095093,0.18616026639938354,-0.011894047260284424,0.17123311758041382,-0.15185385942459106,0.1263740062713623,-0.16742390394210815,0.11260741949081421,-0.13537567853927612,0.14107418060302734,0.011774897575378418,0.11243867874145508,-0.15551388263702393,0.07526040077209473,-0.15316331386566162,0.0737534761428833,-0.11469459533691406,0.08650463819503784,0.015516817569732666,0.054122328758239746,-0.14277005195617676,0.030755460262298584,-0.13466960191726685,0.036240458488464355,-0.09767168760299683,0.030535638332366943,0.006617069244384766,0.002532362937927246,-0.11898583173751831,-0.007742881774902344,-0.10986059904098511,-0.0009776949882507324,-0.07433533668518066
fist,0.0,0.0,0.06700599193572998,-0.053477346897125244,0.12337613105773926,-0.11576390266418457,0.1439424753189087,-0.19035422801971436,0.1282404661178589,-0.2126726508140564,0.18418550491333008,-0.012703657150268555,0.16595923900604248,-0.14983361959457397,0.12050586938858032,-0.16718655824661255,0.1061553955078125,-0.1354990005493164,0.13921475410461426,0.012473225593566895,0.10904103517532349,-0.15239965915679932,0.07104843854904175,-0.15151220560073853,0.06939560174942017,-0.11318796873092651,0.08317404985427856,0.017437756061553955,0.048529624938964844,-0.14026105403900146,0.024579286575317383,-0.13361680507659912,0.028596937656402588,-0.09609103202819824,0.02536565065383911,0.009629905223846436,-0.0030398964881896973,-0.11685073375701904,-0.013055920600891113,-0.1102989912033081,-0.007826089859008789,-0.07513272762298584
fist,0.0,0.0,0.0683780312538147,-0.055389463901519775,0.12595069408416748,-0.12050008773803711,0.1476222276687622,-0.19303011894226074,0.12939798831939697,-0.2104000449180603,0.1855679750442505,-0.01757335662841797,0.16444611549377441,-0.1569385528564453,0.12037652730941772,-0.16705143451690674,0.1093866229057312,-0.13249236345291138,0.13948547840118408,0.007833898067474365,0.10653066635131836,-0.1575995683670044,0.07150352001190186,-0.1499098539352417,0.07263904809951782,-0.11089825630187988,0.08335363864898682,0.01466977596282959,0.047506868839263916,-0.14114665985107422,0.026183903217315674,-0.12904798984527588,0.032133519649505615,-0.0925072431564331,0.02589571475982666,0.00974130630493164,-0.0016399025917053223,-0.11138546466827393,-0.009992539882659912,-0.09933149814605713,-0.003926455974578857,-0.06398981809616089
fist,0.0,0.0,0.03958308696746826,-0.08071410655975342,0.05805391073226929,-0.17806172370910645,0.03746795654296875,-0.26069918274879456,0.00978177785873413,-0.3071500360965729,0.11088299751281738,-0.187272310256958,0.05003005266189575,-0.2885580062866211,0.01994931697845459,-0.2685232162475586,0.021767377853393555,-0.24178358912467957,0.08943188190460205,-0.16695719957351685,0.005284607410430908,-0.26513269543647766,-0.009842991828918457,-0.23024508357048035,0.004102170467376709,-0.19976317882537842,0.0542374849319458,-0.1474604606628418,-0.028757750988006592,-0.23461118340492249,-0.03808486461639404,-0.19599664211273193,-0.020570218563079834,-0.1684439778327942,0.01404106616973877,-0.12901484966278076,-0.05710315704345703,-0.18688738346099854,-0.06412100791931152,-0.1579379439353943,-0.048891663551330566,-0.13595306873321533
fist,0.0,0.0,0.02811753749847412,-0.08958828449249268,0.03666400909423828,-0.1880282163619995,0.010328352451324463,-0.26594647765159607,-0.023153841495513916,-0.3055884540081024,0.0925561785697937,-0.21382692456245422,0.023859024047851562,-0.2934592664241791,0.0004693269729614258,-0.2643934488296509,0.008114874362945557,-0.23796194791793823,0.07571256160736084,-0.1916743516921997,-0.013608694076538086,-0.2709835171699524,-0.024837076663970947,-0.23314550518989563,-0.00864940881729126,-0.20788002014160156,0.04622995853424072,-0.16666918992996216,-0.04165750741958618,-0.2349107265472412,-0.04670661687850952,-0.1964951753616333,-0.026862382888793945,-0.1751307249069214,0.010323762893676758,-0.14122319221496582,-0.06179124116897583,-0.18695515394210815,-0.06531786918640137,-0.15816175937652588,-0.04832923412322998,-0.1407768726348877
fist,0.0,0.0,0.002674877643585205,-0.09490442276000977,-0.002509176731109619,-0.18690747022628784,-0.028693735599517822,-0.2553407549858093,-0.05042862892150879,-0.30122995376586914,0.06751751899719238,-0.23368316888809204,-0.008402824401855469,-0.29492974281311035,-0.02468317747116089,-0.25973182916641235,-0.012613892555236816,-0.23362946510314941,0.059054672718048096,-0.21201464533805847,-0.038571953773498535,-0.265963613986969,-0.044776856899261475,-0.22426414489746094,-0.025462687015533447,-0.20128801465034485,0.03691232204437256,-0.18395203351974487,-0.056812405586242676,-0.22850021719932556,-0.059565842151641846,-0.18567809462547302,-0.038465261459350586,-0.1669517159461975,0.008398234844207764,-0.15215831995010376,-0.06855690479278564,-0.17455047369003296,-0.07129842042922974,-0.14215689897537231,-0.05330926179885864,-0.12851107120513916
fist,0.0,0.0,0.0005354881286621094,-0.09508258104324341,-0.004071474075317383,-0.18786171078681946,-0.02567833662033081,-0.2538940906524658,-0.045041799545288086,-0.295796275138855,0.0682026743888855,-0.232278972864151,-0.009829103946685791,-0.2880189120769501,-0.023380041122436523,-0.25365468859672546,-0.010655343532562256,-0.23017746210098267,0.06033337116241455,-0.21075153350830078,-0.03518885374069214,-0.26024746894836426,-0.04039078950881958,-0.2209717035293579,-0.022260308265686035,-0.20039033889770508,0.03924435377120972,-0.18172907829284668,-0.05371636152267456,-0.22273021936416626,-0.05516350269317627,-0.18237686157226562,-0.03486555814743042,-0.166090726852417,0.011247992515563965,-0.14877116680145264,-0.0652952790260315,-0.17500001192092896,-0.0674208402633667,-0.14363718032836914,-0.04974520206451416,-0.12991416454315186
fist,0.0,0.0,-0.039113402366638184,-0.09646618366241455,-0.04840809106826782,-0.1781066656112671,-0.05818986892700195,-0.2358209192752838,-0.0737505555152893,-0.2786482572555542,0.04371076822280884,-0.24147528409957886,-0.03808391094207764,-0.281825989484787,-0.04783153533935547,-0.23903775215148926,-0.03126555681228638,-0.2157984972000122,0.04645949602127075,-0.2235206663608551,-0.05526447296142578,-0.24948346614837646,-0.05872398614883423,-0.20267409086227417,-0.036969780921936035,-0.18354147672653198,0.03434652090072632,-0.19549664855003357,-0.06264972686767578,-0.2131211757659912,-0.06469571590423584,-0.16451439261436462,-0.04262220859527588,-0.14947724342346191,0.01427525281906128,-0.16171795129776,-0.06381940841674805,-0.1642126441001892,-0.06659328937530518,-0.12682747840881348,-0.04783916473388672,-0.11497539281845093
